MBFC Source Link,MBFC link,Source,Bias,Reporting,MBFS Source Link Base
http://content.news,https://mediabiasfactcheck.com/content-news/,Content News,Left,Mixed,content.news
http://controversialtimes.com/,https://mediabiasfactcheck.com/controversial-times/,Controversial Times,Right,Mixed,controversialtimes.com
http://countercurrentnews.com/,https://mediabiasfactcheck.com/counter-current-news/,Counter Current News,Conspiracy,Mixed,countercurrentnews.com
https://counterpsyops.com/,https://mediabiasfactcheck.com/counterpsyops/,CounterPsyOps,Conspiracy,Mixed,counterpsyops.com
https://geopolitics.co,https://mediabiasfactcheck.com/covert-geopolitics/,Covert Geopolitics,Conspiracy,Mixed,geopolitics.co
http://cowgernation.com/,https://mediabiasfactcheck.com/cowger-nation/,Cowger Nation,Right,Mixed,cowgernation.com
http://crimeresearch.org/,https://mediabiasfactcheck.com/crime-prevention-research-center/,Crime Prevention Research Center,Right,Mixed,crimeresearch.org
http://crooksandliars.com/,https://mediabiasfactcheck.com/crooks-and-liars/,Crooks and Liars,Left,Mixed,crooksandliars.com
http://dailycaller.com/,https://mediabiasfactcheck.com/daily-caller/,Daily Caller,Right,Mixed,dailycaller.com
http://dailysignal.com/,https://mediabiasfactcheck.com/daily-signal/,Daily Signal,Right,Mixed,dailysignal.com
http://dailysurge.com/,https://mediabiasfactcheck.com/daily-surge/,Daily Surge,Right,Mixed,dailysurge.com
http://dcwhispers.com/,https://mediabiasfactcheck.com/dc-whispers/,DC Whispers,Right,Mixed,dcwhispers.com
http://deepleftfield.info/,https://mediabiasfactcheck.com/deep-left-field/,Deep Left Field,Left,Mixed,deepleftfield.info
https://draxe.com/,https://mediabiasfactcheck.com/dr-axe/,Dr. Axe,Conspiracy,Mixed,draxe.com
https://dutchreview.com/,https://mediabiasfactcheck.com/dutch-review/,Dutch Review,Left-Center,Mixed,dutchreview.com
http://earthfirstjournal.org/,https://mediabiasfactcheck.com/earth-first-journal/,Earth First Journal,Left,Mixed,earthfirstjournal.org
http://ewao.com,https://mediabiasfactcheck.com/earth-one-ewao/,Earth We Are One (EWAO),Conspiracy,Mixed,ewao.com
http://econewsmedia.org,https://mediabiasfactcheck.com/eco-news/,Eco News,Conspiracy,Mixed,econewsmedia.org
http://economyincrisis.org/,https://mediabiasfactcheck.com/economy-in-crisis/,Economy In Crisis,Left,Mixed,economyincrisis.org
http://educateinspirechange.org/,https://mediabiasfactcheck.com/educate-inspire-change/,Educate Inspire Change,Conspiracy,Mixed,educateinspirechange.org
https://egyptianstreets.com/,https://mediabiasfactcheck.com/egyptian-streets/,Egyptian Streets,Left-Center,Mixed,egyptianstreets.com
http://elitedaily.com/,https://mediabiasfactcheck.com/elite-daily/,Elite Daily,Left,Mixed,elitedaily.com
https://energycitizens.org/,https://mediabiasfactcheck.com/energy-citizens/,Energy Citizens,Right,Mixed,energycitizens.org
http://erlc.com/,https://mediabiasfactcheck.com/ethics-religious-liberty-commission-erlc/,Ethics & Religious Liberty Commission (ERLC),Right,Mixed,erlc.com
http://factsandlogic.org/,https://mediabiasfactcheck.com/facts-and-logic-about-the-middle-east-flame/,Facts and Logic About the Middle East (FLAME),Right,Mixed,factsandlogic.org
http://federalistpress.com/,https://mediabiasfactcheck.com/federalist-press/,Federalist Press,Right,Mixed,federalistpress.com
https://fedsoc.org/,https://mediabiasfactcheck.com/federalist-society/,Federalist Society,Right,Mixed,fedsoc.org
http://thefifthcolumnnews.com/,https://mediabiasfactcheck.com/fifth-column-news/,The Fifth Column,Left-Center,Mixed,thefifthcolumnnews.com
http://firstinfreedomdaily.com/,https://mediabiasfactcheck.com/first-freedom-daily/,First in Freedom Daily,Right,Mixed,firstinfreedomdaily.com
http://franklincenterhq.org/,https://mediabiasfactcheck.com/franklin-center-for-government-and-public-integrity/,Franklin Center for Government and Public Integrity,Right-Center,Mixed,franklincenterhq.org
https://thefreethoughtproject.com/,https://mediabiasfactcheck.com/free-thought-project/,Free Thought Project,Conspiracy,Mixed,thefreethoughtproject.com
http://freewestmedia.com/,https://mediabiasfactcheck.com/free-west-media/,Free West Media,Right,Mixed,freewestmedia.com
https://freedomainradio.com/,https://mediabiasfactcheck.com/freedomain-radio/,Freedomain Radio,Conspiracy,Mixed,freedomainradio.com
https://friendsofscience.org/,https://mediabiasfactcheck.com/friends-of-science/,Friends of Science,Conspiracy,Mixed,friendsofscience.org
http://fusion.net/,https://mediabiasfactcheck.com/fusion/,Fusion,Left-Center,Mixed,fusion.net
http://news.groopspeak.com/,https://mediabiasfactcheck.com/groopspeak/,Groopspeak,Left,Mixed,news.groopspeak.com
http://happy-foxie.com/,https://mediabiasfactcheck.com/happy-foxie/,Happy Foxie,Left,Mixed,happy-foxie.com
http://heatst.com/,https://mediabiasfactcheck.com/heat-street/,Heat Street,Right,Mixed,heatst.com
https://hellochristian.com/,https://mediabiasfactcheck.com/hello-christian/,Hello Christian,Conspiracy,Mixed,hellochristian.com
http://alexanderhiggins.com/,https://mediabiasfactcheck.com/higgins-news-network/,Higgins News Network,Conspiracy,Mixed,alexanderhiggins.com
https://hillarydaily.com/,https://mediabiasfactcheck.com/hillary-daily/,Hillary Daily,Right,Mixed,hillarydaily.com
http://humanevents.com/,https://mediabiasfactcheck.com/human-events/,Human Events,Right,Mixed,humanevents.com
http://humanprogress.org/,https://mediabiasfactcheck.com/human-progress/,Human Progress,Right-Center,Mixed,humanprogress.org
http://ilovenativeamericans.us/,https://mediabiasfactcheck.com/i-love-native-americans/,I Love Native Americans,Conspiracy,Mixed,ilovenativeamericans.us
https://independentlivingnews.com/,https://mediabiasfactcheck.com/independent-living-news/,Independent Living News,Conspiracy,Mixed,independentlivingnews.com
http://ir.net/,https://mediabiasfactcheck.com/independent-reporter-ir-net/,Independent Reporter (Ir.net),Left,Mixed,ir.net
http://responsibletechnology.org/,https://mediabiasfactcheck.com/institute-for-responsible-technology/,Institute for Responsible Technology,Conspiracy,Mixed,responsibletechnology.org
http://investmentwatchblog.com/,https://mediabiasfactcheck.com/investment-watch-blog/,Investment Watch Blog,Conspiracy,Mixed,investmentwatchblog.com
http://ipatriot.com,https://mediabiasfactcheck.com/ipatriot/,iPatriot,Right,Mixed,ipatriot.com
https://itsgoingdown.org/,https://mediabiasfactcheck.com/its-going-down/,It s Going Down,Left,Mixed,itsgoingdown.org
http://jezebel.com/,https://mediabiasfactcheck.com/jezebel/,Jezebel,Left,Mixed,jezebel.com
https://judicialnetwork.com/,https://mediabiasfactcheck.com/judicial-crisis-network/,Judicial Crisis Network,Right,Mixed,judicialnetwork.com
http://knoxreport.com/,https://mediabiasfactcheck.com/knox-report/,Knox Report,Right,Mixed,knoxreport.com
http://leftoverrights.com/,https://mediabiasfactcheck.com/left-over-rights/,Left Over Rights,Left,Mixed,leftoverrights.com
http://legalinsurrection.com/,https://mediabiasfactcheck.com/legal-insurrection/,Legal Insurrection,Right,Mixed,legalinsurrection.com
http://samuel-warde.com/,https://mediabiasfactcheck.com/liberals-unite-samuel-warde/,Liberals Unite (Samuel Warde),Left,Mixed,samuel-warde.com
http://libertyalliance.com/,https://mediabiasfactcheck.com/liberty-alliance/,Liberty Alliance,Right,Mixed,libertyalliance.com
http://libertyhangout.org/,https://mediabiasfactcheck.com/liberty-hangout/,Liberty Hangout,Right,Mixed,libertyhangout.org
http://libertynews.com/,https://mediabiasfactcheck.com/liberty-news/,Liberty News,Right,Mixed,libertynews.com
http://libertytalk.fm/,https://mediabiasfactcheck.com/libertytalk-fm/,LibertyTalk.FM,Right,Mixed,libertytalk.fm
https://lifeandabout.com/,https://mediabiasfactcheck.com/life-and-about/,Life and About,Right,Mixed,lifeandabout.com
http://fightpp.org,https://mediabiasfactcheck.com/life-decisions-international/,Life Decisions International,Right,Mixed,fightpp.org
http://littlegreenfootballs.com/,https://mediabiasfactcheck.com/little-green-footballs/,Little Green Footballs,Left,Mixed,littlegreenfootballs.com
https://liveaction.org/,https://mediabiasfactcheck.com/live-action/,Live Action,Conspiracy,Mixed,liveaction.org
http://louderwithcrowder.com/,https://mediabiasfactcheck.com/louder-with-crowder/,Louder With Crowder,Right,Mixed,louderwithcrowder.com
http://loveknowledge.org/,https://mediabiasfactcheck.com/love-knowledge/,Love Knowledge,Left,Mixed,loveknowledge.org
https://lynx.media/,https://mediabiasfactcheck.com/lynx-media/,Lynx Media,Right-Center,Mixed,lynx.media
http://meanlefthook.com/,https://mediabiasfactcheck.com/mean-left-hook/,Mean Left Hook,Left,Mixed,meanlefthook.com
https://mediaequalizer.com/,https://mediabiasfactcheck.com/media-equalizer/,Media Equalizer,Right,Mixed,mediaequalizer.com
http://mediafactwatch.com/,https://mediabiasfactcheck.com/media-fact-watch/,Media Fact Watch,Conspiracy,Mixed,mediafactwatch.com
http://mediaroots.org,https://mediabiasfactcheck.com/media-roots/,Media Roots,Conspiracy,Mixed,mediaroots.org
https://medium.com/,https://mediabiasfactcheck.com/medium/,Medium,Left-Center,Mixed,medium.com
https://medusamagazine.com/,https://mediabiasfactcheck.com/medusa-magazine/,Medusa Magazine,Conspiracy,Mixed,medusamagazine.com
https://mises.org/,https://mediabiasfactcheck.com/mises-daily/,Mises Daily,Right-Center,Mixed,mises.org
http://modernliberals.com/,https://mediabiasfactcheck.com/modern-liberals/,Modern Liberals,Left,Mixed,modernliberals.com
http://muricatoday.com/,https://mediabiasfactcheck.com/murica-today/,Murica Today,Conspiracy,Mixed,muricatoday.com
http://nap-sack.org/,https://mediabiasfactcheck.com/nap-sack/,Nap-Sack,Left,Mixed,nap-sack.org
https://home.nra.org/,https://mediabiasfactcheck.com/national-rifle-association-nra/,National Rifle Association (NRA),Right,Mixed,home.nra.org
http://naturalcures.com/,https://mediabiasfactcheck.com/natural-cures/,Natural Cures,Conspiracy,Mixed,naturalcures.com
http://naturalmedicineteam.com/,https://mediabiasfactcheck.com/natural-medicine-team/,Natural Medicine Team,Conspiracy,Mixed,naturalmedicineteam.com
http://naturallysavvy.com,https://mediabiasfactcheck.com/naturally-savvy/,Naturally Savvy,Conspiracy,Mixed,naturallysavvy.com
http://newamericannews.com/,https://mediabiasfactcheck.com/new-american-news/,New American News,Conspiracy,Mixed,newamericannews.com
http://newbostonpost.com,https://mediabiasfactcheck.com/new-boston-post/,New Boston Post,Right,Mixed,newbostonpost.com
http://nypost.com/,https://mediabiasfactcheck.com/new-york-post/,New York Post,Right-Center,Mixed,nypost.com
http://newscorpse.com/,https://mediabiasfactcheck.com/news-corpse/,News Corpse,Left,Mixed,newscorpse.com
http://newsheist.com/,https://mediabiasfactcheck.com/news-heist/,News Heist,Right-Center,Mixed,newsheist.com
https://newsline.com/,https://mediabiasfactcheck.com/newsline/,Newsline,Right-Center,Mixed,newsline.com
http://nextnewsnetwork.com/,https://mediabiasfactcheck.com/next-news-network/,Next News Network,Right,Mixed,nextnewsnetwork.com
http://notliberal.com,https://mediabiasfactcheck.com/not-liberal/,Not Liberal,Right,Mixed,notliberal.com
https://nowthisnews.com/,https://mediabiasfactcheck.com/nowthis-news/,NowThis News,Left,Mixed,nowthisnews.com
https://ntknetwork.com,https://mediabiasfactcheck.com/ntk-network/,NTK Network,Right,Mixed,ntknetwork.com
https://nutritionfacts.org/,https://mediabiasfactcheck.com/nutritionfacts-org/,NutritionFacts.org,Conspiracy,Mixed,nutritionfacts.org
http://offendedamerica.com/,https://mediabiasfactcheck.com/offended-america/,Offended America,Right,Mixed,offendedamerica.com
https://offgridsurvival.com/,https://mediabiasfactcheck.com/offgrid-survival/,Offgrid Survival,Right,Mixed,offgridsurvival.com
http://180report.com/,https://mediabiasfactcheck.com/oneeighty/,OneEighty,Least,Mixed,180report.com
http://politicaldig.com/,https://mediabiasfactcheck.com/political-dig/,Political Dig,Left,Mixed,politicaldig.com
http://politichicks.com/,https://mediabiasfactcheck.com/politichicks/,Politichicks,Right,Mixed,politichicks.com
http://politifeed.net,https://mediabiasfactcheck.com/politifeed/,Politifeed,Right,Mixed,politifeed.net
https://popularresistance.org/,https://mediabiasfactcheck.com/popular-resistance/,Popular Resistance,Left,Mixed,popularresistance.org
http://projectveritas.com/,https://mediabiasfactcheck.com/project-veritas/,Project Veritas,Right,Mixed,projectveritas.com
http://proudemocrat.com/,https://mediabiasfactcheck.com/proud-democrat/,Proud Democrat,Left,Mixed,proudemocrat.com
http://redalertpolitics.com/,https://mediabiasfactcheck.com/red-alert-politics/,Red Alert Politics,Right,Mixed,redalertpolitics.com
https://redyouth.org/,https://mediabiasfactcheck.com/red-youth/,Red Youth,Left,Mixed,redyouth.org
https://redoubtnews.com/,https://mediabiasfactcheck.com/redoubt-news/,Redoubt News,Conspiracy,Mixed,redoubtnews.com
http://revcom.us/,https://mediabiasfactcheck.com/revcom-us/,Revcom.us,Left,Mixed,revcom.us
http://reverbpress.news/,https://mediabiasfactcheck.com/reverb-press/,Reverb Press,Left,Mixed,reverbpress.news
https://ricochet.com,https://mediabiasfactcheck.com/richochet/,Richochet,Right,Mixed,ricochet.com
http://russia-insider.com/en,https://mediabiasfactcheck.com/russia-insider/,Russia Insider,Right-Center,Mixed,russia-insider.com
https://sfglobe.com/,https://mediabiasfactcheck.com/san-francisco-globe/,San Francisco Globe,Left-Center,Mixed,sfglobe.com
http://sciencevibe.com/,https://mediabiasfactcheck.com/science-vibe/,Science Vibe,Conspiracy,Mixed,sciencevibe.com
http://secondnexus.com/,https://mediabiasfactcheck.com/second-nexus/,Second Nexus,Left-Center,Mixed,secondnexus.com
https://sentinelksmo.org,https://mediabiasfactcheck.com/sentinel-ksmo/,Sentinel KSMO,Right,Mixed,sentinelksmo.org
http://shareblue.com/,https://mediabiasfactcheck.com/shareblue/,Shareblue,Left,Mixed,shareblue.com
http://silenceisconsent.net/,https://mediabiasfactcheck.com/silence-is-consent/,Silence is Consent,Right,Mixed,silenceisconsent.net
http://space.news/,https://mediabiasfactcheck.com/space-news/,Space.News,Conspiracy,Mixed,space.news
http://spiked-online.com/,https://mediabiasfactcheck.com/spiked-magazine/,Spiked Magazine,Right,Mixed,spiked-online.com
https://splinternews.com,https://mediabiasfactcheck.com/splinter/,Splinter,Left,Mixed,splinternews.com
http://sputniknews.com/,https://mediabiasfactcheck.com/sputnik-news/,Sputnik News,Right-Center,Mixed,sputniknews.com
http://theantimedia.org/,https://mediabiasfactcheck.com/the-anti-media/,The Anti-Media,Conspiracy,Mixed,theantimedia.org
http://theblacksphere.net/,https://mediabiasfactcheck.com/the-blacksphere-kevin-jackson/,The Blacksphere (Kevin Jackson),Right,Mixed,theblacksphere.net
https://thecitizenpress.com,https://mediabiasfactcheck.com/the-citizen-press/,The Citizen Press,Right,Mixed,thecitizenpress.com
https://crusaderjournal.com/,https://mediabiasfactcheck.com/the-crusader-journal/,The Crusader Journal,Conspiracy,Mixed,crusaderjournal.com
http://thedailycheck.net/,https://mediabiasfactcheck.com/the-daily-check/,The Daily Check,Conspiracy,Mixed,thedailycheck.net
https://thefloridasqueeze.com/,https://mediabiasfactcheck.com/the-florida-squeeze/,The Florida Squeeze,Left,Mixed,thefloridasqueeze.com
http://theheartysoul.com/,https://mediabiasfactcheck.com/the-hearty-soul/,The Hearty Soul,Conspiracy,Mixed,theheartysoul.com
http://thehill.com/,https://mediabiasfactcheck.com/the-hill/,The Hill,Left-Center,Mixed,thehill.com
https://theinternationalreporter.org/,https://mediabiasfactcheck.com/the-international-reporter/,The International Reporter,Conspiracy,Mixed,theinternationalreporter.org
https://theinternetpost.net/,https://mediabiasfactcheck.com/the-internet-post/,The Internet Post,Conspiracy,Mixed,theinternetpost.net
http://other98.com/,https://mediabiasfactcheck.com/the-other-98/,The Other 98%,Left,Mixed,other98.com
https://patriotpost.us/,https://mediabiasfactcheck.com/the-patriot-post/,The Patriot Post,Right,Mixed,patriotpost.us
http://therantidote.com/,https://mediabiasfactcheck.com/the-rantidote/,The RANTidote,Right,Mixed,therantidote.com
http://theresurgent.com/,https://mediabiasfactcheck.com/the-resurgent/,The Resurgent,Right,Mixed,theresurgent.com
https://stream.org/,https://mediabiasfactcheck.com/the-stream/,The Stream,Conspiracy,Mixed,stream.org
https://thetruthaboutcancer.com/,https://mediabiasfactcheck.com/the-truth-about-cancer/,The Truth About Cancer,Conspiracy,Mixed,thetruthaboutcancer.com
http://theoswatch.com,https://mediabiasfactcheck.com/theoswatch-com/,TheosWatch.com,Left,Mixed,theoswatch.com
http://thinkprogress.org/,https://mediabiasfactcheck.com/think-progress/,Think Progress,Left,Mixed,thinkprogress.org
http://townhall.com/,https://mediabiasfactcheck.com/townhall/,Townhall,Right,Mixed,townhall.com
http://tribunist.com/,https://mediabiasfactcheck.com/tribunist/,Tribunist,Right,Mixed,tribunist.com
http://truepundit.com/,https://mediabiasfactcheck.com/true-pundit/,True Pundit,Conspiracy,Mixed,truepundit.com
https://truththeory.com,https://mediabiasfactcheck.com/truth-theory/,Truth Theory,Conspiracy,Mixed,truththeory.com
http://twitchy.com/,https://mediabiasfactcheck.com/twitchy/,Twitchy,Right,Mixed,twitchy.com
https://uawire.org/,https://mediabiasfactcheck.com/uawire/,UAWire,Left-Center,Mixed,uawire.org
https://uspoliticsinfo.com/,https://mediabiasfactcheck.com/us-politics-info/,US Politics Info,Right,Mixed,uspoliticsinfo.com
http://ussanews.com,https://mediabiasfactcheck.com/ussa-news/,USSA News,Right,Mixed,ussanews.com
http://vesselnews.io/,https://mediabiasfactcheck.com/vessel-news/,Vessel News,Right,Mixed,vesselnews.io
http://vote.us.org/,https://mediabiasfactcheck.com/vote/,Vote,Left,Mixed,vote.us.org
http://freebeacon.com/,https://mediabiasfactcheck.com/washington-free-beacon/,Washington Free Beacon,Right,Mixed,freebeacon.com
http://wearechange.org/,https://mediabiasfactcheck.com/we-are-change/,We Are Change,Conspiracy,Mixed,wearechange.org
https://www.westernjournal.com/,https://mediabiasfactcheck.com/western-journalism/,Western Journalism,Right,Mixed,westernjournal.com
https://whowhatwhy.org/,https://mediabiasfactcheck.com/who-what-why/,Who.What.Why,Left,Mixed,whowhatwhy.org
https://wikispooks.com/wiki/Main_Page,https://mediabiasfactcheck.com/wikispooks/,Wikispooks,Conspiracy,Mixed,wikispooks.com
http://wonkette.com/,https://mediabiasfactcheck.com/wonkette/,Wonkette,Left,Mixed,wonkette.com
https://world.wng.org/,https://mediabiasfactcheck.com/world-magazine/,World Magazine,Right,Mixed,world.wng.org
http://yournewswire.com/,https://mediabiasfactcheck.com/your-news-wire/,Your News Wire,Conspiracy,Mixed,yournewswire.com
http://asheepnomore.net/,https://mediabiasfactcheck.com/a-sheep-no-more/,A Sheep No More,Conspiracy,Low,asheepnomore.net
http://althealthworks.com/,https://mediabiasfactcheck.com/althealth-works/,AltHealth Works,Conspiracy,Low,althealthworks.com
https://americanfreepress.net/,https://mediabiasfactcheck.com/american-free-press/,American Free Press,Conspiracy,Low,americanfreepress.net
https://answersingenesis.org/,https://mediabiasfactcheck.com/answers-in-genesis/,Answers in Genesis,Conspiracy,Low,answersingenesis.org
http://assassinationscience.com/,https://mediabiasfactcheck.com/assassination-science/,Assassination Science,Conspiracy,Low,assassinationscience.com
http://awarenessact.com/,https://mediabiasfactcheck.com/awareness-act/,Awareness Act,Conspiracy,Low,awarenessact.com
http://christiantimesnewspaper.com/,https://mediabiasfactcheck.com/christian-times-newspaper/,Christian Times Newspaper,Conspiracy,Low,christiantimesnewspaper.com
http://collectivelyconscious.net/,https://mediabiasfactcheck.com/collectively-conscious/,Collectively Conscious,Conspiracy,Low,collectivelyconscious.net
https://cosmicintelligenceagency.com,https://mediabiasfactcheck.com/cosmic-intelligence-agency/,Cosmic Intelligence Agency,Conspiracy,Low,cosmicintelligenceagency.com
http://countdowntozerotime.com/,https://mediabiasfactcheck.com/countdown-to-zerotime/,Countdown to Zerotime,Conspiracy,Low,countdowntozerotime.com
http://csglobe.com/,https://mediabiasfactcheck.com/cs-globe/,CS Globe,Conspiracy,Low,csglobe.com
https://curiousmindmagazine.com/,https://mediabiasfactcheck.com/curious-mind-magazine/,Curious Mind Magazine,Conspiracy,Low,curiousmindmagazine.com
http://dailyoccupation.com/,https://mediabiasfactcheck.com/daily-occupation/,Daily Occupation,Conspiracy,Low,dailyoccupation.com
https://earthpulse.com/,https://mediabiasfactcheck.com/earthpulse-press/,Earthpulse Press,Conspiracy,Low,earthpulse.com
http://educate-yourself.org/,https://mediabiasfactcheck.com/educate-yourself/,Educate Yourself,Conspiracy,Low,educate-yourself.org
http://endtimeheadlines.org/,https://mediabiasfactcheck.com/end-time-headlines/,End Time Headlines,Conspiracy,Low,endtimeheadlines.org
https://escapeallthesethings.com/,https://mediabiasfactcheck.com/escape-all-these-things/,Escape All These Things,Conspiracy,Low,escapeallthesethings.com
http://familysurvivalheadlines.com/,https://mediabiasfactcheck.com/family-survival-headlines/,Family Survival Headlines,Conspiracy,Low,familysurvivalheadlines.com
https://fellowshipoftheminds.com,https://mediabiasfactcheck.com/fellowship-of-the-minds/,Fellowship of the Minds,Conspiracy,Low,fellowshipoftheminds.com
http://gulagbound.com/,https://mediabiasfactcheck.com/gulag-bound/,Gulag Bound,Conspiracy,Low,gulagbound.com
https://healthimpactnews.com/,https://mediabiasfactcheck.com/health-impact-news/,Health Impact News,Conspiracy,Low,healthimpactnews.com
http://hsionline.com/,https://mediabiasfactcheck.com/health-sciences-institute/,Health Sciences Institute,Conspiracy,Low,hsionline.com
https://healthy-vibes.com,https://mediabiasfactcheck.com/healthy-vibes/,Healthy Vibes,Conspiracy,Low,healthy-vibes.com
https://breakthrough.holylandnutrition.com/,https://mediabiasfactcheck.com/hl12/,HL12,Conspiracy,Low,breakthrough.holylandnutrition.com
http://humansarefree.com/,https://mediabiasfactcheck.com/humans-are-free/,Humans Are Free,Conspiracy,Low,humansarefree.com
https://illuminatiwatcher.com/,https://mediabiasfactcheck.com/illuminati-watcher/,Illuminati Watcher,Conspiracy,Low,illuminatiwatcher.com
http://jonesreport.com/,https://mediabiasfactcheck.com/jones-report/,Jones Report,Conspiracy,Low,jonesreport.com
https://larouchepac.com/,https://mediabiasfactcheck.com/larouche-pac/,LaRouche PAC,Conspiracy,Low,larouchepac.com
http://libertyvideos.org/,https://mediabiasfactcheck.com/liberty-videos/,Liberty Videos,Conspiracy,Low,libertyvideos.org
https://lozierinstitute.org/,https://mediabiasfactcheck.com/lozier-institute/,Lozier Institute,Conspiracy,Low,lozierinstitute.org
https://newsinsideout.com/,https://mediabiasfactcheck.com/newsinsideout-com/,NewsInsideOut.com,Conspiracy,Low,newsinsideout.com
http://nodisinfo.com/,https://mediabiasfactcheck.com/nodisinfo/,NoDisInfo,Conspiracy,Low,nodisinfo.com
http://politicalblindspot.com/,https://mediabiasfactcheck.com/political-blind-spot/,Political Blind Spot,Conspiracy,Low,politicalblindspot.com
http://principia-scientific.org/,https://mediabiasfactcheck.com/principia-scientific-international/,Principia Scientific International,Conspiracy,Low,principia-scientific.org
http://reflectionofmind.org/,https://mediabiasfactcheck.com/reflection-of-mind/,Reflection of Mind,Conspiracy,Low,reflectionofmind.org
http://revolutionradio.org,https://mediabiasfactcheck.com/revolution-radio/,Revolution Radio,Conspiracy,Low,revolutionradio.org
http://sanevax.org/,https://mediabiasfactcheck.com/sanevax/,SaneVax,Conspiracy,Low,sanevax.org
http://shoebat.com/,https://mediabiasfactcheck.com/shoebat/,Shoebat,Conspiracy,Low,shoebat.com
https://sitsshow.blogspot.com/,https://mediabiasfactcheck.com/stillness-in-the-storm/,Stillness in the Storm,Conspiracy,Low,sitsshow.blogspot.com
http://stormcloudsgathering.com/,https://mediabiasfactcheck.com/storm-clouds-gathering/,Storm Clouds Gathering,Conspiracy,Low,stormcloudsgathering.com
http://sustainablepulse.com/,https://mediabiasfactcheck.com/sustainable-pulse/,Sustainable Pulse,Conspiracy,Low,sustainablepulse.com
http://thelastgreatstand.com/,https://mediabiasfactcheck.com/the-last-great-stand/,The Last Great Stand,Conspiracy,Low,thelastgreatstand.com
http://themindunleashed.org/,https://mediabiasfactcheck.com/the-mind-unleashed/,The Mind Unleashed,Conspiracy,Low,themindunleashed.org
http://therundownlive.com/news/,https://mediabiasfactcheck.com/the-rundown-live/,The Rundown Live,Conspiracy,Low,therundownlive.com
http://thinkingmomsrevolution.com/,https://mediabiasfactcheck.com/thinking-moms-revolution/,Thinking Mom s Revolution,Conspiracy,Low,thinkingmomsrevolution.com
http://truthbroadcastnetwork.com/,https://mediabiasfactcheck.com/truth-broadcasting-network/,Truth Broadcasting Network,Conspiracy,Low,truthbroadcastnetwork.com
http://truthchannelpolitics.com/,https://mediabiasfactcheck.com/truth-channel-politics/,Truth Channel Politics,Conspiracy,Low,truthchannelpolitics.com
http://vigilantcitizen.com/,https://mediabiasfactcheck.com/vigilant-citizen/,Vigilant Citizen,Conspiracy,Low,vigilantcitizen.com
http://voiceofamericatv.com/,https://mediabiasfactcheck.com/voice-of-america-tv-voiceofamericatv-com/,Voice of America TV (voiceofamericatv.com),Conspiracy,Low,voiceofamericatv.com
https://wakeup-world.com/,https://mediabiasfactcheck.com/wake-up-world/,Wake Up World,Conspiracy,Low,wakeup-world.com
https://wattsupwiththat.com/,https://mediabiasfactcheck.com/watts-up-with-that/,Watts Up with That,Conspiracy,Low,wattsupwiththat.com
http://anonhq.com/,https://mediabiasfactcheck.com/we-are-anonymous/,We Are Anonymous,Conspiracy,Low,anonhq.com
http://whale.to/,https://mediabiasfactcheck.com/whale-to/,Whale.to,Conspiracy,Low,whale.to
http://worldtruth.tv/,https://mediabiasfactcheck.com/world-truth-tv/,World Truth TV,Conspiracy,Low,worldtruth.tv
http://abcnews.com.co/,http://abcnews.com.co/,AbcNews.com.co,Fake,Fake,abcnews.com.co
http://alternativemediasyndicate.com/,http://alternativemediasyndicate.com/,Alternative Media Syndicate,Fake,Fake,alternativemediasyndicate.com
http://informedowners.com/,http://informedowners.com/,Informed Owners,Fake,Fake,informedowners.com
http://trumpers.online/,http://trumpers.online/,Departed (Maganews.com),Fake,Fake,trumpers.online
http://truthfeed.com/,http://truthfeed.com/,TruthFeed,Fake,Fake,truthfeed.com
http://usinfonews.com/,http://usinfonews.com/,US Info News,Fake,Fake,usinfonews.com
http://100percentfedup.com/,https://mediabiasfactcheck.com/100-percent-fed-up/,100 Percent Fed Up,Fake,Fake,100percentfedup.com
http://247newsmedia.com/,https://mediabiasfactcheck.com/247-news-media/,247 News Media,Fake,Fake,247newsmedia.com
https://70news.wordpress.com/,https://mediabiasfactcheck.com/70-news/,70 News (Fake),Fake,Fake,70news.wordpress.com
https://ageofshitlords.com/,https://mediabiasfactcheck.com/age-of-shitlords/,Age of Shitlords,Fake,Fake,ageofshitlords.com
http://alabamaobserver.com/,https://mediabiasfactcheck.com/alabama-observer/,Alabama Observer,Fake,Fake,alabamaobserver.com
http://allnewspipeline.com/,https://mediabiasfactcheck.com/all-news-pipeline/,All News Pipeline,Fake,Fake,allnewspipeline.com
http://allenwestrepublic.com/,https://mediabiasfactcheck.com/allen-west-republic/,Allen West Republic,Fake,Fake,allenwestrepublic.com
http://americafans.com/,https://mediabiasfactcheck.com/american-fans/,American Fans,Fake,Fake,americafans.com
http://americanflavor.news/,https://mediabiasfactcheck.com/american-flavor/,American Flavor,Fake,Fake,americanflavor.news
https://americanlookout.com/,https://mediabiasfactcheck.com/american-lookout/,American Lookout,Fake,Fake,americanlookout.com
https://www.americandailynews.org/,https://mediabiasfactcheck.com/american-news/,American News,Fake,Fake,americandailynews.org
http://americanpeoplenetwork.com/,https://mediabiasfactcheck.com/american-people-network/,American People Network,Fake,Fake,americanpeoplenetwork.com
https://americanprinciplesproject.org/,https://mediabiasfactcheck.com/american-principles-project/,American Principles Project,Fake,Fake,americanprinciplesproject.org
http://americantoday.news/,https://mediabiasfactcheck.com/american-today/,American Today,Fake,Fake,americantoday.news
